feature1,feature2
0.0821559310997201,1.08468538335757
2.6704210359622,1.41456520879589
-0.0726149394451896,1.60064882527899
-0.569229808034872,1.83810137619339
-0.195790031300414,2.60508338631394
0.19012957916059,1.07951414224051
0.20990608584394,1.94773997366457
1.25226773465592,0.446070761115244
0.721595872485336,2.61094826819143
1.8293551091152,2.45631576823491
-0.204750106049013,1.15574611290174
2.1318244020498,1.97532475241168
-1.13462063282941,1.49598261560897
2.23867309879957,3.85193231078192
0.656643744915116,3.9761157207806
1.23590982846125,2.44486264446596
-1.77952179440953,3.29102076024262
-0.796152188651513,1.89305518935569
2.66194314172895,2.77703377246129
3.86966585350061,1.75206130391382
0.610868898451275,1.16485445815428
1.85370196112793,3.14104828736241
3.5190705854263,2.29134288083227
3.50833166010641,1.04693410248931
-1.63768164038944,2.97965612557904
-0.48648985868414,2.49530198154527
0.409732647031874,2.22782796408017
2.982956921987,2.12327527659706
-0.934286344533412,1.48111096861639
0.586293036730619,2.16100095478833
2.79725109135062,2.84664370878909
1.0933513056931,0.984319874186984
1.63822074068289,0.890119607649451
0.544326646859166,2.8106765370818
2.11497900628877,2.32126925933611
2.31343111326816,2.10053546145664
0.305917593597107,1.43401381037487
3.54162544055818,1.18192260287544
1.83537107396176,2.64201934943866
0.100863186773067,1.77455110675752
1.85326096269834,1.03327348618689
0.243045064738684,2.39336674411753
0.78068321557805,1.50076275708162
1.86567175857796,2.81264818538136
-0.476924733722528,2.97559495634331
0.511202667683276,1.98736171413955
-0.656616584176946,2.18951233442644
0.0304338769218894,2.02378878845583
2.30986778632605,2.2746243424086
-1.09540517937901,2.48726626872655
0.2107870783694,1.37873405328968
0.959761223725062,2.75676346507099
-1.08779266624036,2.11660884377248
1.36613983071406,1.02060008928775
-1.85486012317816,1.29938183639945
1.28247538789433,2.26758191060717
1.60226309584614,1.08116783330946
-0.796112672637472,1.3045920366449
0.313796941773306,1.28835647288155
1.8404778919424,3.1206534239343
0.609019579510553,2.34194373563622
-1.62701891051065,2.67855477614533
1.05760206638251,1.61394367335742
1.4001802622896,2.18766788250264
1.08988913837857,2.23834729405438
1.61296267642107,2.26583758781278
1.59801486244851,1.25805484701285
2.83781054167144,2.75936379280023
-0.484631829882158,2.99044758546041
-1.52636768539153,2.05520447903322
2.15405919267607,1.21434290958772
0.535843027001145,2.65749039582904
-0.717655163127684,1.0051518594551
2.57236912743074,1.65320545543138
0.282290923616586,2.56318286562708
2.27099684226755,2.22678395998429
1.53346350225289,3.29046481016917
3.05399196306778,2.08898069660723
1.63207578412549,2.90741901823491
1.91333417474701,2.66488026362089
0.11798694922765,1.35463014912127
0.158208565685246,1.61969918389777
3.27875581178375,2.193070371871
0.506442231075005,1.86644643143839
1.23216788370107,0.557482556205094
-1.31446950972904,2.38462566541998
1.82217505306352,1.30063270166411
0.817699390897759,1.02016831163797
1.61215455110761,2.74624479692057
0.65336347131626,0.753188656973896
-0.535030377625478,1.35358385659505
3.3770123046125,0.185622319131417
1.24948415933426,3.00925184341777
-1.92945801405035,2.06973288946408
1.29852540021865,1.52526950253339
0.175728704554131,2.60860173336865
1.02569462431389,2.02340202898702
3.11393531025917,1.87425352331977
0.39924669831565,2.33310506095168
3.38470793976932,1.49464103690869
1.51688075205725,1.27493471840855
-0.551478806373707,1.55363440385758
3.72973345884056,1.73782006425738
1.88096474723192,2.35614529977524
1.9295404197015,2.23658328905039
-1.06953669359011,1.14374447817113
2.20764708047023,3.55760206781279
1.82093544199779,2.52298553967508
-0.29909796121891,2.36134586391265
2.12410900406548,2.43101723602982
1.73190516906109,1.11623578186923
1.69949050486855,1.95074449250288
1.93893845631564,1.86234814846159
-0.00433484976770759,2.28856613952016
-0.848147512299643,1.90720464044292
-0.048764937152723,2.24399627868428
-1.0755836162914,2.40139752891595
0.446088323141622,2.48284123362125
2.19028536933295,2.16962082434531
1.11707403599084,0.196354759960873
1.44501258150499,2.32208889836624
2.1169530106868,2.78001016038474
-0.133101714276773,3.03266416203077
0.539455329710631,1.18831750633069
1.40259311157087,1.20139935681836
2.85207975355059,1.69640360238921
1.2268021494625,1.59302388533616
-1.99557064533488,2.80618487992809
1.99996297104946,2.19779592066647
-0.475609621854046,2.54964729695552
2.51067227427218,1.95257160280545
0.551364006907227,1.20252657274365
3.09257882351734,0.424374776847834
1.98865971499383,1.59095358186815
1.22500035685603,0.839431937982308
-0.337111358004931,2.54938423637327
-0.121480558778362,2.26350561035832
-1.89806157626352,2.46250549191571
-2.33589652892833,1.98728561780722
-1.34656108398723,1.45969177607069
-0.354991619723723,1.55411138849603
1.31923023833593,1.91290993849768
1.30782529182614,1.46020719762204
-0.164236161221576,0.987812063424361
-0.432270289710288,2.77238017520592
2.71863422589665,2.6891830830195
1.22100675527314,1.61198510931325
0.433950680697468,2.46734580383308
0.375230038097872,1.80574536726677
1.63371231433486,3.09012166226091
-1.35408688525281,2.3186399112586
1.30390069398226,2.25617076010751
1.77719963659066,1.4268356533023
2.96906307591715,2.11099334973056
0.124279888285138,2.3353031753361
0.982179094215201,1.58031691138685
