2016-03-07 00:00:10.508444 sensor1 21.5 sensor2 13.875 
2016-03-07 00:01:12.250635 sensor1 21.5 sensor2 13.875 
2016-03-07 00:02:14.008473 sensor1 21.5 sensor2 13.875 
2016-03-07 00:03:16.583411 sensor1 21.437 sensor2 13.812 
2016-03-07 00:04:18.304387 sensor1 21.437 sensor2 13.812 
2016-03-07 00:05:20.039767 sensor1 21.437 sensor2 13.812 
2016-03-07 00:06:21.799241 sensor1 21.437 sensor2 13.812 
2016-03-07 00:07:24.378613 sensor1 21.375 sensor2 13.812 
2016-03-07 00:08:26.121165 sensor1 21.375 sensor2 13.812 
2016-03-07 00:09:27.864400 sensor1 21.375 sensor2 13.75 
2016-03-07 00:10:29.614382 sensor1 21.375 sensor2 13.75 
2016-03-07 00:11:31.389891 sensor1 21.312 sensor2 13.75 
2016-03-07 00:12:33.114371 sensor1 21.312 sensor2 13.75 
2016-03-07 00:13:34.864386 sensor1 21.312 sensor2 13.75 
2016-03-07 00:14:36.628588 sensor1 21.25 sensor2 13.75 
2016-03-07 00:15:38.364387 sensor1 21.25 sensor2 13.75 
2016-03-07 00:16:40.904386 sensor1 21.25 sensor2 13.75 
2016-03-07 00:17:42.614381 sensor1 21.25 sensor2 13.75 
2016-03-07 00:18:44.364391 sensor1 21.187 sensor2 13.687 
2016-03-07 00:19:46.121738 sensor1 21.187 sensor2 13.687 
2016-03-07 00:20:47.864431 sensor1 21.125 sensor2 13.687 
2016-03-07 00:21:49.614392 sensor1 21.125 sensor2 13.687 
2016-03-07 00:22:51.391218 sensor1 21.125 sensor2 13.687 
2016-03-07 00:23:53.148620 sensor1 21.125 sensor2 13.687 
2016-03-07 00:24:54.864388 sensor1 21.062 sensor2 13.687 
2016-03-07 00:25:56.628473 sensor1 21.062 sensor2 13.625 
2016-03-07 00:26:58.364385 sensor1 21.062 sensor2 13.625 
2016-03-07 00:28:00.114387 sensor1 21.0 sensor2 13.625 
2016-03-07 00:29:01.866532 sensor1 21.0 sensor2 13.625 
2016-03-07 00:30:03.614384 sensor1 21.0 sensor2 13.625 
2016-03-07 00:31:05.364385 sensor1 20.937 sensor2 13.625 
2016-03-07 00:32:07.132823 sensor1 20.937 sensor2 13.625 
2016-03-07 00:33:08.864394 sensor1 20.937 sensor2 13.625 
2016-03-07 00:34:10.604382 sensor1 20.937 sensor2 13.562 
2016-03-07 00:35:12.364391 sensor1 20.875 sensor2 13.625 
2016-03-07 00:36:14.114406 sensor1 20.875 sensor2 13.562 
2016-03-07 00:37:15.864392 sensor1 20.875 sensor2 13.562 
2016-03-07 00:38:17.614381 sensor1 20.812 sensor2 13.562 
2016-03-07 00:39:19.364375 sensor1 20.812 sensor2 13.562 
2016-03-07 00:40:21.121696 sensor1 20.75 sensor2 13.562 
2016-03-07 00:41:22.864382 sensor1 20.812 sensor2 13.5 
2016-03-07 00:42:24.614373 sensor1 20.75 sensor2 13.562 
2016-03-07 00:43:27.184382 sensor1 20.75 sensor2 13.5 
2016-03-07 00:44:28.948521 sensor1 20.75 sensor2 13.5 
2016-03-07 00:45:30.708452 sensor1 20.687 sensor2 13.5 
2016-03-07 00:46:32.468463 sensor1 20.687 sensor2 13.5 
2016-03-07 00:47:34.184392 sensor1 20.687 sensor2 13.5 
2016-03-07 00:48:35.944389 sensor1 20.625 sensor2 13.5 
2016-03-07 00:49:37.687180 sensor1 20.625 sensor2 13.5 
2016-03-07 00:50:39.424401 sensor1 20.625 sensor2 13.437 
2016-03-07 00:51:41.204448 sensor1 20.625 sensor2 13.437 
2016-03-07 00:52:42.972674 sensor1 20.625 sensor2 13.437 
2016-03-07 00:53:44.738483 sensor1 20.562 sensor2 13.437 
2016-03-07 00:54:46.498530 sensor1 20.562 sensor2 13.437 
2016-03-07 00:55:48.258795 sensor1 20.5 sensor2 13.437 
2016-03-07 00:56:50.848702 sensor1 20.5 sensor2 13.375 
2016-03-07 00:57:52.614377 sensor1 20.5 sensor2 13.375 
2016-03-07 00:58:55.208571 sensor1 20.437 sensor2 13.375 
2016-03-07 00:59:56.978571 sensor1 20.437 sensor2 13.375 
2016-03-07 01:00:58.725662 sensor1 20.437 sensor2 13.375 
2016-03-07 01:02:00.488504 sensor1 20.375 sensor2 13.375 
2016-03-07 01:03:02.249266 sensor1 20.375 sensor2 13.312 
2016-03-07 01:04:04.008857 sensor1 20.375 sensor2 13.312 
2016-03-07 01:05:05.768536 sensor1 20.375 sensor2 13.312 
2016-03-07 01:06:07.504402 sensor1 20.312 sensor2 13.312 
2016-03-07 01:07:09.230665 sensor1 20.312 sensor2 13.312 
2016-03-07 01:08:10.988547 sensor1 20.312 sensor2 13.312 
2016-03-07 01:09:12.748740 sensor1 20.312 sensor2 13.312 
2016-03-07 01:10:14.508507 sensor1 20.25 sensor2 13.312 
2016-03-07 01:11:16.284474 sensor1 20.25 sensor2 13.312 
2016-03-07 01:12:18.088667 sensor1 20.25 sensor2 13.25 
2016-03-07 01:13:19.794404 sensor1 20.187 sensor2 13.25 
2016-03-07 01:14:21.504421 sensor1 20.187 sensor2 13.25 
2016-03-07 01:15:23.268419 sensor1 20.187 sensor2 13.25 
2016-03-07 01:16:25.028524 sensor1 20.187 sensor2 13.25 
2016-03-07 01:17:26.788481 sensor1 20.125 sensor2 13.25 
2016-03-07 01:18:28.540321 sensor1 20.125 sensor2 13.187 
2016-03-07 01:19:30.298458 sensor1 20.125 sensor2 13.187 
2016-03-07 01:20:32.074393 sensor1 20.062 sensor2 13.187 
2016-03-07 01:21:33.838691 sensor1 20.062 sensor2 13.187 
2016-03-07 01:22:36.418504 sensor1 20.0 sensor2 13.187 
2016-03-07 01:23:38.178447 sensor1 20.062 sensor2 13.187 
2016-03-07 01:24:39.887133 sensor1 20.0 sensor2 13.187 
2016-03-07 01:25:41.650412 sensor1 20.0 sensor2 13.187 
2016-03-07 01:26:43.404385 sensor1 20.0 sensor2 13.187 
2016-03-07 01:27:45.114380 sensor1 19.937 sensor2 13.125 
2016-03-07 01:28:46.874385 sensor1 19.937 sensor2 13.125 
2016-03-07 01:29:48.614378 sensor1 19.937 sensor2 13.125 
2016-03-07 01:30:50.364394 sensor1 19.937 sensor2 13.125 
2016-03-07 01:31:52.154381 sensor1 19.875 sensor2 13.062 
2016-03-07 01:32:53.864391 sensor1 19.875 sensor2 13.125 
2016-03-07 01:33:55.614383 sensor1 19.875 sensor2 13.125 
2016-03-07 01:34:57.364391 sensor1 19.812 sensor2 13.062 
2016-03-07 01:35:59.074404 sensor1 19.812 sensor2 13.062 
2016-03-07 01:37:00.838542 sensor1 19.812 sensor2 13.062 
2016-03-07 01:38:02.583256 sensor1 19.812 sensor2 13.062 
2016-03-07 01:39:04.348619 sensor1 19.812 sensor2 13.062 
2016-03-07 01:40:06.074385 sensor1 19.75 sensor2 13.062 
2016-03-07 01:41:07.848750 sensor1 19.75 sensor2 13.0 
2016-03-07 01:42:09.604377 sensor1 19.75 sensor2 13.0 
2016-03-07 01:43:11.364405 sensor1 19.687 sensor2 13.0 
2016-03-07 01:44:13.074399 sensor1 19.687 sensor2 13.0 
2016-03-07 01:45:14.810210 sensor1 19.687 sensor2 13.0 
2016-03-07 01:46:16.568595 sensor1 19.687 sensor2 13.0 
2016-03-07 01:47:18.364391 sensor1 19.687 sensor2 13.0 
2016-03-07 01:48:20.114391 sensor1 19.625 sensor2 12.937 
2016-03-07 01:49:21.864387 sensor1 19.625 sensor2 12.937 
2016-03-07 01:50:23.614383 sensor1 19.625 sensor2 12.937 
2016-03-07 01:51:25.364388 sensor1 19.625 sensor2 12.937 
2016-03-07 01:52:27.152469 sensor1 19.625 sensor2 12.937 
2016-03-07 01:53:28.864383 sensor1 19.562 sensor2 12.937 
2016-03-07 01:54:30.614419 sensor1 19.562 sensor2 12.937 
2016-03-07 01:55:32.364374 sensor1 19.562 sensor2 12.937 
2016-03-07 01:56:34.114369 sensor1 19.562 sensor2 12.937 
